Time, Accel X [mg],Accel Y [mg],Accel Z [mg],dRoll [deg/s],dPitch [deg/s],dHeading [deg/s],Roll [deg],Pitch [deg],Yaw [deg],Frequency Reader Frequency [Hz], Calibrated Velocity [m/s],Pressure Sensor Depth [m],State Estimator X [m],State Estimator Y [m],State Estimator Z [m],State Estimator Roll [rad],State Estimator Pitch [rad],State Estimator Yaw [rad],Motor A, Motor B, Motor C, Motor D, Motor E,Servo Angle [rad],Waypoint X [m], Waypoint Y [m], Waypoint Z [m], Waiting [bool]
155448,1.576,-1.802,0.352,0.068,0.132,0.055,-0.012,0.018,0.000,0.003,0.044,0.329,0.079,-0.000,0.329,-0.013,0.017,-0.000,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155459,1.681,-1.746,0.464,0.060,0.138,0.054,-0.012,0.019,0.001,0.003,0.044,0.329,0.081,-0.000,0.329,-0.012,0.018,0.000,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155470,1.580,-1.787,0.382,0.047,0.143,0.044,-0.011,0.021,0.001,0.003,0.044,0.329,0.081,-0.000,0.345,-0.012,0.019,0.001,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155481,1.625,-1.756,0.421,0.041,0.151,0.043,-0.011,0.022,0.002,0.003,0.044,0.329,0.082,-0.000,0.329,-0.011,0.021,0.001,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155492,1.585,-1.798,0.363,-0.000,0.140,0.023,-0.011,0.024,0.002,0.003,0.044,0.345,0.084,-0.000,0.329,-0.011,0.022,0.002,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155503,1.595,-1.775,0.339,-0.009,0.142,0.020,-0.011,0.025,0.002,0.003,0.044,0.329,0.084,-0.000,0.345,-0.011,0.024,0.002,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155514,1.659,-1.653,0.515,-0.022,0.133,0.020,-0.011,0.026,0.002,0.003,0.044,0.361,0.085,-0.000,0.345,-0.011,0.025,0.002,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155525,1.550,-1.714,0.412,-0.042,0.109,0.001,-0.011,0.027,0.002,0.003,0.044,0.345,0.087,-0.000,0.313,-0.011,0.026,0.002,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155536,1.582,-1.777,0.384,-0.053,0.092,-0.006,-0.012,0.028,0.002,0.003,0.044,0.329,0.087,-0.000,0.345,-0.011,0.027,0.002,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155547,1.579,-1.755,0.458,-0.065,0.066,-0.016,-0.013,0.029,0.002,0.003,0.044,0.329,0.088,-0.000,0.329,-0.012,0.028,0.002,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155558,1.531,-1.805,0.389,-0.081,0.040,-0.043,-0.013,0.029,0.002,0.003,0.044,0.313,0.090,-0.000,0.329,-0.013,0.029,0.002,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155569,1.585,-1.750,0.418,-0.089,0.017,-0.056,-0.014,0.030,0.001,0.003,0.044,0.329,0.090,-0.000,0.329,-0.013,0.029,0.002,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155580,1.613,-1.686,0.404,-0.113,-0.021,-0.079,-0.015,0.029,0.000,0.003,0.044,0.345,0.091,-0.000,0.345,-0.014,0.030,0.001,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155591,1.641,-1.677,0.410,-0.121,-0.034,-0.081,-0.017,0.029,-0.001,0.003,0.044,0.345,0.092,-0.000,0.329,-0.015,0.029,0.000,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155602,1.651,-1.665,0.361,-0.131,-0.048,-0.084,-0.018,0.029,-0.001,0.003,0.044,0.329,0.093,-0.000,0.345,-0.017,0.029,-0.001,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155613,1.664,-1.686,0.402,-0.136,-0.051,-0.084,-0.019,0.028,-0.002,0.003,0.044,0.329,0.094,-0.000,0.329,-0.018,0.029,-0.001,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155624,1.673,-1.661,0.410,-0.146,-0.064,-0.084,-0.021,0.027,-0.003,0.003,0.044,0.329,0.095,-0.000,0.329,-0.019,0.028,-0.002,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155635,1.683,-1.671,0.375,-0.148,-0.065,-0.084,-0.022,0.027,-0.004,0.003,0.044,0.329,0.096,-0.000,0.329,-0.021,0.027,-0.003,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155646,1.687,-1.678,0.420,-0.150,-0.066,-0.078,-0.024,0.026,-0.005,0.003,0.044,0.329,0.097,-0.000,0.345,-0.022,0.027,-0.004,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155657,1.723,-1.671,0.363,-0.159,-0.073,-0.081,-0.025,0.025,-0.005,0.003,0.044,0.361,0.098,-0.000,0.329,-0.024,0.026,-0.005,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155668,1.790,-1.563,0.323,-0.154,-0.055,-0.048,-0.027,0.025,-0.006,0.003,0.044,0.345,0.100,-0.000,0.329,-0.025,0.025,-0.005,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155679,1.814,-1.506,0.333,-0.154,-0.060,-0.032,-0.028,0.024,-0.006,0.003,0.044,0.329,0.100,-0.000,0.329,-0.027,0.025,-0.006,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155690,1.961,-1.615,0.281,-0.149,-0.045,-0.010,-0.030,0.024,-0.006,0.003,0.044,0.329,0.101,-0.000,0.329,-0.028,0.024,-0.006,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155701,1.859,-1.582,0.310,-0.146,-0.035,0.015,-0.031,0.023,-0.006,0.003,0.044,0.329,0.102,-0.000,0.329,-0.030,0.024,-0.006,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155712,1.935,-1.604,0.229,-0.141,-0.021,0.031,-0.033,0.023,-0.006,0.003,0.044,0.313,0.103,-0.000,0.329,-0.031,0.023,-0.006,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155723,1.884,-1.576,0.318,-0.121,-0.004,0.055,-0.034,0.023,-0.005,0.003,0.044,0.329,0.104,-0.000,0.345,-0.033,0.023,-0.006,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155734,1.848,-1.591,0.359,-0.111,-0.001,0.070,-0.035,0.023,-0.005,0.003,0.044,0.329,0.105,-0.000,0.329,-0.034,0.023,-0.005,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155745,1.905,-1.697,0.305,-0.098,0.006,0.072,-0.036,0.023,-0.004,0.003,0.044,0.329,0.106,-0.000,0.345,-0.035,0.023,-0.005,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155756,1.926,-1.580,0.348,-0.067,0.033,0.093,-0.037,0.024,-0.003,0.003,0.044,0.329,0.107,-0.000,0.313,-0.036,0.023,-0.004,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155767,1.956,-1.610,0.349,-0.058,0.033,0.097,-0.037,0.024,-0.002,0.003,0.044,0.329,0.108,-0.000,0.345,-0.037,0.024,-0.003,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155778,1.894,-1.633,0.322,-0.039,0.035,0.101,-0.038,0.024,-0.001,0.003,0.044,0.345,0.109,-0.000,0.345,-0.037,0.024,-0.002,0,0,0,0,0,0.725,0.000,0.000,1.000,1.000
155789,1.939,-1.655,0.383,-0.025,0.037,0.105,-0.038,0.025,0.000,0.003,0.044,0.345,0.110,-0.000,0.345,-0.038,0.024,-0.001,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155800,1.937,-1.695,0.311,-0.014,0.035,0.100,-0.038,0.025,0.001,0.003,0.044,0.329,0.111,-0.000,0.329,-0.038,0.025,0.000,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155811,1.894,-1.657,0.349,0.002,0.043,0.100,-0.038,0.025,0.002,0.003,0.044,0.329,0.112,-0.000,0.329,-0.038,0.025,0.001,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155822,1.954,-1.603,0.397,0.014,0.045,0.100,-0.038,0.026,0.003,0.003,0.044,0.329,0.113,-0.000,0.345,-0.038,0.025,0.002,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155833,1.933,-1.628,0.412,0.023,0.040,0.097,-0.038,0.026,0.004,0.003,0.044,0.313,0.114,-0.000,0.329,-0.038,0.026,0.003,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155844,1.908,-1.727,0.419,0.027,0.037,0.077,-0.037,0.027,0.005,0.003,0.044,0.345,0.115,-0.000,0.329,-0.038,0.026,0.004,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155855,2.005,-1.751,0.433,0.014,0.038,0.062,-0.037,0.027,0.005,0.003,0.044,0.345,0.116,-0.000,0.345,-0.037,0.027,0.005,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155866,1.907,-1.685,0.355,0.008,0.034,0.046,-0.037,0.027,0.006,0.003,0.044,0.345,0.117,-0.000,0.345,-0.037,0.027,0.005,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155877,1.951,-1.690,0.480,0.001,0.035,0.039,-0.037,0.028,0.006,0.003,0.044,0.329,0.118,-0.000,0.313,-0.037,0.027,0.006,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155888,1.929,-1.692,0.512,-0.016,0.013,0.021,-0.037,0.028,0.007,0.003,0.044,0.313,0.119,-0.000,0.329,-0.037,0.028,0.006,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
155899,1.856,-1.855,0.421,-0.028,0.004,-0.007,-0.038,0.028,0.007,0.003,0.044,0.329,0.120,-0.000,0.345,-0.037,0.028,0.007,0,0,0,0,0,1.892,0.000,0.000,1.000,1.000
