Time, Accel X [mg],Accel Y [mg],Accel Z [mg],dRoll [deg/s],dPitch [deg/s],dHeading [deg/s],Roll [deg],Pitch [deg],Yaw [deg],Frequency Reader Frequency [Hz], Calibrated Velocity [m/s],Pressure Sensor Depth [m],State Estimator X [m],State Estimator Y [m],State Estimator Z [m],State Estimator Roll [rad],State Estimator Pitch [rad],State Estimator Yaw [rad],Motor A, Motor B, Motor C, Motor D, Motor E,Servo Angle [rad],Waypoint X [m], Waypoint Y [m], Waypoint Z [m], Waiting [bool]
184694,-1.256,1.364,-9.302,-0.149,-0.059,0.045,-0.006,-0.003,0.006,0.003,0.044,0.361,0.010,0.000,0.345,-0.004,-0.003,0.005,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184705,-1.266,1.175,-9.482,-0.225,-0.064,0.042,-0.008,-0.004,0.006,0.003,0.044,0.345,0.011,0.000,0.345,-0.006,-0.003,0.006,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184716,-1.158,1.036,-9.438,-0.246,-0.065,0.046,-0.010,-0.005,0.006,0.003,0.044,0.361,0.012,0.000,0.345,-0.008,-0.004,0.006,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184727,-1.389,0.973,-9.709,-0.252,-0.048,0.043,-0.013,-0.005,0.007,0.003,0.044,0.345,0.013,0.000,0.345,-0.010,-0.005,0.006,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184738,-1.119,0.794,-9.283,-0.260,-0.057,0.049,-0.015,-0.006,0.007,0.003,0.044,0.345,0.014,0.000,0.361,-0.013,-0.005,0.007,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184749,-1.429,0.998,-9.706,-0.260,-0.054,0.048,-0.018,-0.006,0.008,0.003,0.044,0.345,0.015,0.000,0.361,-0.015,-0.006,0.007,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184760,-1.320,0.837,-9.426,-0.278,-0.051,0.046,-0.021,-0.007,0.008,0.003,0.044,0.361,0.016,0.000,0.345,-0.018,-0.006,0.008,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184771,-1.364,1.047,-9.483,-0.298,-0.065,0.040,-0.024,-0.007,0.009,0.003,0.044,0.361,0.017,0.000,0.394,-0.021,-0.007,0.008,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184782,-1.478,0.922,-9.479,-0.314,-0.059,0.033,-0.027,-0.008,0.009,0.003,0.044,0.361,0.018,0.000,0.377,-0.024,-0.007,0.009,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184793,-1.449,0.873,-9.497,-0.341,-0.083,0.009,-0.030,-0.009,0.009,0.003,0.044,0.361,0.019,0.000,0.361,-0.027,-0.008,0.009,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184804,-1.457,0.825,-9.592,-0.331,-0.082,0.000,-0.034,-0.010,0.009,0.003,0.044,0.361,0.020,0.000,0.361,-0.030,-0.009,0.009,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184815,-1.350,1.022,-9.470,-0.336,-0.111,-0.012,-0.037,-0.011,0.009,0.003,0.044,0.361,0.021,0.000,0.361,-0.034,-0.010,0.009,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184826,-1.563,0.879,-9.503,-0.325,-0.099,-0.018,-0.040,-0.012,0.009,0.003,0.044,0.377,0.021,0.000,0.377,-0.037,-0.011,0.009,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184837,-1.311,1.165,-9.661,-0.320,-0.112,-0.028,-0.043,-0.013,0.009,0.003,0.044,0.361,0.022,0.000,0.377,-0.040,-0.012,0.009,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184848,-1.407,1.146,-9.500,-0.313,-0.125,-0.031,-0.047,-0.014,0.008,0.003,0.044,0.361,0.023,0.000,0.361,-0.043,-0.013,0.009,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184859,-1.467,1.099,-9.497,-0.300,-0.115,-0.038,-0.050,-0.015,0.008,0.003,0.044,0.361,0.024,0.000,0.377,-0.047,-0.014,0.008,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184870,-1.371,1.475,-9.563,-0.285,-0.139,-0.053,-0.052,-0.017,0.007,0.003,0.044,0.377,0.025,0.000,0.377,-0.050,-0.015,0.008,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184881,-1.201,1.606,-9.259,-0.207,-0.133,-0.056,-0.055,-0.018,0.007,0.003,0.044,0.377,0.026,0.000,0.361,-0.052,-0.017,0.007,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184892,-1.518,1.268,-9.349,-0.169,-0.147,-0.060,-0.056,-0.019,0.006,0.003,0.044,0.377,0.027,0.000,0.361,-0.055,-0.018,0.007,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
184903,-1.423,1.113,-9.257,-0.157,-0.131,-0.066,-0.058,-0.021,0.005,0.003,0.044,0.377,0.028,0.000,0.377,-0.056,-0.019,0.006,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
184914,-1.239,1.524,-9.434,-0.138,-0.144,-0.068,-0.059,-0.022,0.005,0.003,0.044,0.394,0.029,0.000,0.361,-0.058,-0.021,0.005,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
184925,-1.571,1.093,-9.058,-0.125,-0.145,-0.067,-0.060,-0.024,0.004,0.003,0.044,0.377,0.030,0.000,0.394,-0.059,-0.022,0.005,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
184936,-1.423,1.425,-9.534,-0.107,-0.150,-0.072,-0.061,-0.025,0.003,0.003,0.044,0.410,0.031,0.000,0.377,-0.060,-0.024,0.004,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
184947,-1.176,1.480,-9.255,-0.102,-0.144,-0.062,-0.063,-0.027,0.003,0.003,0.044,0.377,0.032,0.000,0.377,-0.061,-0.025,0.003,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
184958,-1.499,1.393,-9.320,-0.089,-0.126,-0.046,-0.063,-0.028,0.002,0.003,0.044,0.410,0.033,0.000,0.394,-0.063,-0.027,0.003,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
184969,-1.411,1.545,-9.348,-0.081,-0.106,-0.020,-0.064,-0.029,0.002,0.003,0.044,0.377,0.034,0.000,0.377,-0.063,-0.028,0.002,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
184980,-1.344,1.539,-9.392,-0.077,-0.087,0.001,-0.065,-0.030,0.002,0.003,0.044,0.377,0.035,0.000,0.394,-0.064,-0.029,0.002,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
184991,-1.277,1.589,-9.555,-0.061,-0.084,0.021,-0.066,-0.031,0.002,0.003,0.044,0.377,0.036,0.000,0.394,-0.065,-0.030,0.002,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
185002,-1.456,1.487,-9.397,-0.055,-0.042,0.042,-0.066,-0.031,0.003,0.003,0.044,0.394,0.037,0.000,0.410,-0.066,-0.031,0.002,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
185013,-1.218,1.616,-9.501,-0.042,-0.032,0.062,-0.067,-0.031,0.003,0.003,0.044,0.394,0.038,0.000,0.394,-0.066,-0.031,0.003,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
185024,-1.397,1.601,-9.470,-0.027,-0.016,0.084,-0.067,-0.031,0.004,0.003,0.044,0.377,0.039,0.000,0.377,-0.067,-0.031,0.003,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
185035,-1.415,1.415,-9.327,-0.023,0.015,0.103,-0.067,-0.031,0.005,0.003,0.044,0.410,0.040,0.000,0.377,-0.067,-0.031,0.004,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
185046,-1.292,1.614,-9.558,-0.006,0.015,0.114,-0.067,-0.031,0.006,0.003,0.044,0.394,0.041,0.000,0.410,-0.067,-0.031,0.005,0,0,242,0,242,0.725,0.000,0.000,1.000,0.000
185057,-1.387,1.486,-9.475,0.018,0.046,0.142,-0.067,-0.031,0.008,0.003,0.044,0.377,0.042,0.000,0.410,-0.067,-0.031,0.006,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185068,-1.393,1.511,-9.523,0.030,0.044,0.148,-0.067,-0.030,0.009,0.003,0.044,0.410,0.042,0.000,0.394,-0.067,-0.031,0.008,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185079,-1.480,1.390,-9.264,0.038,0.064,0.158,-0.066,-0.030,0.011,0.003,0.044,0.394,0.043,0.000,0.410,-0.067,-0.030,0.009,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185090,-1.332,1.498,-9.544,0.057,0.065,0.165,-0.066,-0.029,0.012,0.003,0.044,0.394,0.044,0.000,0.394,-0.066,-0.030,0.011,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185101,-1.539,1.360,-9.342,0.063,0.059,0.165,-0.065,-0.028,0.014,0.003,0.044,0.394,0.045,0.000,0.394,-0.066,-0.029,0.012,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185112,-1.603,1.320,-9.221,0.066,0.062,0.154,-0.064,-0.028,0.016,0.003,0.044,0.410,0.046,0.000,0.394,-0.065,-0.028,0.014,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185123,-1.467,1.458,-9.465,0.074,0.038,0.138,-0.064,-0.027,0.017,0.003,0.044,0.410,0.047,0.000,0.394,-0.064,-0.028,0.016,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185134,-1.564,1.272,-9.121,0.069,0.031,0.123,-0.063,-0.027,0.018,0.003,0.044,0.410,0.048,0.000,0.410,-0.064,-0.027,0.017,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185145,-1.645,1.265,-9.356,0.084,-0.031,0.075,-0.062,-0.027,0.019,0.003,0.044,0.410,0.049,0.000,0.426,-0.063,-0.027,0.018,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185156,-1.625,1.117,-9.141,0.089,-0.042,0.048,-0.061,-0.028,0.020,0.003,0.044,0.426,0.050,0.000,0.394,-0.062,-0.027,0.019,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185167,-1.482,1.261,-9.487,0.111,-0.070,0.024,-0.060,-0.028,0.020,0.003,0.044,0.426,0.051,0.000,0.394,-0.061,-0.028,0.020,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185178,-1.608,1.255,-9.356,0.122,-0.097,0.004,-0.059,-0.029,0.020,0.003,0.044,0.410,0.052,0.000,0.410,-0.060,-0.028,0.020,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185189,-1.551,1.239,-9.336,0.129,-0.095,-0.011,-0.058,-0.030,0.020,0.003,0.044,0.442,0.053,0.000,0.426,-0.059,-0.029,0.020,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185200,-1.403,1.363,-9.489,0.137,-0.117,-0.024,-0.056,-0.032,0.019,0.003,0.044,0.426,0.054,0.000,0.410,-0.058,-0.030,0.020,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185211,-1.615,1.205,-9.330,0.133,-0.120,-0.029,-0.055,-0.033,0.019,0.003,0.044,0.410,0.055,0.000,0.410,-0.056,-0.032,0.019,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185222,-1.515,1.316,-9.539,0.141,-0.115,-0.037,-0.053,-0.034,0.019,0.003,0.044,0.410,0.056,0.000,0.410,-0.055,-0.033,0.019,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185233,-1.646,1.122,-9.393,0.152,-0.111,-0.039,-0.052,-0.035,0.018,0.003,0.044,0.442,0.057,0.000,0.426,-0.053,-0.034,0.019,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185244,-1.440,1.420,-9.607,0.159,-0.115,-0.043,-0.050,-0.036,0.018,0.003,0.044,0.426,0.058,0.001,0.426,-0.052,-0.035,0.018,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185255,-1.524,1.144,-9.386,0.162,-0.114,-0.042,-0.049,-0.037,0.018,0.003,0.044,0.426,0.059,0.001,0.442,-0.050,-0.036,0.018,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185266,-1.701,1.110,-9.440,0.165,-0.110,-0.048,-0.047,-0.038,0.017,0.003,0.044,0.442,0.059,0.001,0.426,-0.049,-0.037,0.018,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185277,-1.421,1.351,-9.584,0.170,-0.116,-0.048,-0.045,-0.040,0.017,0.003,0.044,0.442,0.060,0.001,0.442,-0.047,-0.038,0.017,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185288,-1.619,1.110,-9.500,0.176,-0.108,-0.048,-0.044,-0.041,0.016,0.003,0.044,0.442,0.061,0.001,0.458,-0.045,-0.040,0.017,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185299,-1.586,1.200,-9.527,0.176,-0.108,-0.046,-0.042,-0.042,0.016,0.003,0.044,0.458,0.062,0.001,0.458,-0.044,-0.041,0.016,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185310,-1.473,1.324,-9.648,0.185,-0.104,-0.045,-0.040,-0.043,0.015,0.003,0.044,0.458,0.063,0.001,0.442,-0.042,-0.042,0.016,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185321,-1.535,1.204,-9.590,0.178,-0.084,-0.029,-0.038,-0.044,0.015,0.003,0.044,0.442,0.064,0.001,0.458,-0.040,-0.043,0.015,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185332,-1.574,1.241,-9.673,0.178,-0.079,-0.027,-0.036,-0.044,0.015,0.003,0.044,0.442,0.065,0.001,0.458,-0.038,-0.044,0.015,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185343,-1.619,1.036,-9.411,0.170,-0.061,-0.017,-0.035,-0.045,0.014,0.003,0.044,0.442,0.066,0.001,0.458,-0.036,-0.044,0.015,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185354,-1.498,1.212,-9.648,0.168,-0.057,-0.009,-0.033,-0.046,0.014,0.003,0.044,0.458,0.067,0.001,0.458,-0.035,-0.045,0.014,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185365,-1.646,1.121,-9.607,0.165,-0.050,-0.004,-0.031,-0.046,0.014,0.003,0.044,0.458,0.068,0.001,0.458,-0.033,-0.046,0.014,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185376,-1.628,0.993,-9.466,0.159,-0.034,0.005,-0.030,-0.046,0.014,0.003,0.044,0.539,0.069,0.001,0.458,-0.031,-0.046,0.014,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185387,-1.539,1.135,-9.683,0.166,-0.033,0.010,-0.028,-0.047,0.014,0.003,0.044,0.458,0.070,0.001,0.458,-0.030,-0.046,0.014,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185398,-1.676,0.955,-9.458,0.157,-0.027,0.015,-0.027,-0.047,0.015,0.003,0.044,0.458,0.071,0.001,0.458,-0.028,-0.047,0.014,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185409,-1.567,1.047,-9.676,0.163,-0.023,0.017,-0.025,-0.047,0.015,0.003,0.044,0.458,0.072,0.001,0.458,-0.027,-0.047,0.015,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185420,-1.702,0.828,-9.403,0.161,-0.011,0.020,-0.023,-0.047,0.015,0.003,0.044,0.490,0.073,0.001,0.442,-0.025,-0.047,0.015,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185431,-1.601,1.004,-9.652,0.167,-0.010,0.021,-0.022,-0.047,0.015,0.003,0.044,0.490,0.074,0.001,0.474,-0.023,-0.047,0.015,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185442,-1.591,0.994,-9.630,0.166,-0.013,0.021,-0.020,-0.048,0.015,0.003,0.044,0.474,0.075,0.001,0.474,-0.022,-0.047,0.015,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185453,-1.693,0.825,-9.460,0.161,0.001,0.027,-0.018,-0.048,0.016,0.003,0.044,0.474,0.076,0.001,0.474,-0.020,-0.048,0.015,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185464,-1.548,1.015,-9.709,0.166,0.002,0.028,-0.017,-0.048,0.016,0.003,0.044,0.490,0.077,0.001,0.490,-0.018,-0.048,0.016,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185475,-1.612,0.916,-9.532,0.156,0.002,0.034,-0.015,-0.048,0.016,0.003,0.044,0.474,0.077,0.001,0.490,-0.017,-0.048,0.016,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185486,-1.664,0.830,-9.557,0.154,0.022,0.040,-0.014,-0.047,0.017,0.003,0.044,0.506,0.078,0.001,0.490,-0.015,-0.048,0.016,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185497,-1.667,0.781,-9.445,0.156,0.016,0.048,-0.012,-0.047,0.017,0.003,0.044,0.506,0.079,0.001,0.474,-0.014,-0.047,0.017,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185508,-1.624,0.815,-9.610,0.148,0.033,0.051,-0.011,-0.047,0.018,0.003,0.044,0.474,0.080,0.001,0.474,-0.012,-0.047,0.017,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185519,-1.563,0.906,-9.698,0.148,0.027,0.051,-0.009,-0.047,0.018,0.003,0.044,0.506,0.081,0.001,0.490,-0.011,-0.047,0.018,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185530,-1.682,0.662,-9.432,0.143,0.037,0.055,-0.008,-0.046,0.019,0.003,0.044,0.523,0.082,0.001,0.506,-0.009,-0.047,0.018,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185541,-1.577,0.840,-9.668,0.148,0.038,0.056,-0.006,-0.046,0.019,0.003,0.044,0.523,0.083,0.001,0.506,-0.008,-0.046,0.019,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185552,-1.580,0.823,-9.634,0.146,0.033,0.056,-0.005,-0.045,0.020,0.003,0.044,0.490,0.084,0.001,0.506,-0.006,-0.046,0.019,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185563,-1.667,0.647,-9.501,0.140,0.044,0.060,-0.003,-0.045,0.020,0.003,0.044,0.506,0.085,0.001,0.490,-0.005,-0.045,0.020,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185574,-1.528,0.863,-9.721,0.144,0.039,0.062,-0.002,-0.045,0.021,0.003,0.044,0.523,0.086,0.001,0.506,-0.003,-0.045,0.020,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185585,-1.580,0.680,-9.594,0.134,0.042,0.065,-0.001,-0.044,0.022,0.003,0.044,0.506,0.087,0.001,0.506,-0.002,-0.045,0.021,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185596,-1.504,0.819,-9.739,0.133,0.045,0.071,0.001,-0.044,0.022,0.003,0.044,0.506,0.088,0.001,0.523,-0.001,-0.044,0.022,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185607,-1.634,0.626,-9.512,0.123,0.051,0.076,0.002,-0.043,0.023,0.003,0.044,0.506,0.089,0.001,0.506,0.001,-0.044,0.022,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185618,-1.559,0.709,-9.662,0.123,0.057,0.079,0.003,-0.043,0.024,0.003,0.044,0.523,0.090,0.001,0.506,0.002,-0.043,0.023,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185629,-1.533,0.745,-9.704,0.123,0.050,0.079,0.004,-0.042,0.025,0.003,0.044,0.523,0.091,0.001,0.506,0.003,-0.043,0.024,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185640,-1.633,0.530,-9.460,0.117,0.060,0.082,0.006,-0.042,0.026,0.003,0.044,0.523,0.092,0.001,0.523,0.004,-0.042,0.025,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185651,-1.528,0.735,-9.701,0.123,0.060,0.082,0.007,-0.041,0.026,0.003,0.044,0.506,0.093,0.001,0.523,0.006,-0.042,0.026,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185662,-1.537,0.666,-9.616,0.120,0.055,0.081,0.008,-0.040,0.027,0.003,0.044,0.539,0.094,0.001,0.523,0.007,-0.041,0.026,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185673,-1.600,0.549,-9.543,0.115,0.064,0.086,0.009,-0.040,0.028,0.003,0.044,0.539,0.094,0.001,0.555,0.008,-0.040,0.027,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185684,-1.558,0.608,-9.568,0.111,0.059,0.088,0.010,-0.039,0.029,0.003,0.044,0.539,0.095,0.001,0.523,0.009,-0.040,0.028,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185695,-1.547,0.614,-9.658,0.110,0.066,0.093,0.011,-0.039,0.030,0.003,0.044,0.555,0.096,0.001,0.539,0.010,-0.039,0.029,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185706,-1.448,0.723,-9.746,0.111,0.057,0.093,0.012,-0.038,0.031,0.003,0.044,0.555,0.097,0.001,0.539,0.011,-0.039,0.030,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185717,-1.563,0.498,-9.515,0.101,0.064,0.097,0.014,-0.037,0.032,0.003,0.044,0.523,0.098,0.001,0.539,0.012,-0.038,0.031,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185728,-1.497,0.623,-9.721,0.104,0.067,0.099,0.015,-0.037,0.033,0.003,0.044,0.539,0.099,0.001,0.539,0.014,-0.037,0.032,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185739,-1.450,0.645,-9.695,0.102,0.057,0.098,0.016,-0.036,0.034,0.003,0.044,0.539,0.100,0.001,0.539,0.015,-0.037,0.033,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185750,-1.553,0.427,-9.482,0.096,0.065,0.100,0.017,-0.035,0.035,0.003,0.044,0.555,0.100,0.001,0.555,0.016,-0.036,0.034,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185761,-1.456,0.647,-9.753,0.102,0.061,0.100,0.018,-0.035,0.036,0.003,0.044,0.539,0.101,0.001,0.539,0.017,-0.035,0.035,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185772,-1.537,0.446,-9.558,0.091,0.062,0.103,0.018,-0.034,0.037,0.003,0.044,0.555,0.102,0.001,0.555,0.018,-0.035,0.036,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185783,-1.396,0.642,-9.775,0.096,0.056,0.103,0.019,-0.034,0.038,0.003,0.044,0.555,0.102,0.001,0.555,0.018,-0.034,0.037,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185794,-1.468,0.494,-9.537,0.085,0.053,0.104,0.020,-0.033,0.039,0.003,0.044,0.571,0.103,0.002,0.571,0.019,-0.034,0.038,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185805,-1.490,0.518,-9.684,0.083,0.060,0.108,0.021,-0.033,0.040,0.003,0.044,0.587,0.104,0.002,0.555,0.020,-0.033,0.039,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185816,-1.353,0.621,-9.765,0.087,0.054,0.108,0.022,-0.032,0.041,0.003,0.044,0.555,0.105,0.002,0.571,0.021,-0.033,0.040,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185827,-1.476,0.427,-9.494,0.076,0.055,0.110,0.023,-0.031,0.042,0.003,0.044,0.571,0.106,0.002,0.571,0.022,-0.032,0.041,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185838,-1.449,0.555,-9.747,0.077,0.057,0.112,0.024,-0.031,0.043,0.003,0.044,0.571,0.107,0.002,0.587,0.023,-0.031,0.042,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185849,-1.346,0.603,-9.714,0.074,0.050,0.111,0.024,-0.030,0.044,0.003,0.044,0.571,0.108,0.002,0.587,0.024,-0.031,0.043,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185860,-1.408,0.548,-9.795,0.073,0.051,0.115,0.025,-0.030,0.045,0.003,0.044,0.571,0.109,0.002,0.587,0.024,-0.030,0.044,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185871,-1.346,0.553,-9.649,0.067,0.044,0.112,0.026,-0.029,0.047,0.003,0.044,0.587,0.110,0.002,0.587,0.025,-0.030,0.045,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185882,-1.466,0.380,-9.568,0.061,0.051,0.114,0.026,-0.029,0.048,0.003,0.044,0.571,0.111,0.002,0.587,0.026,-0.029,0.047,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
185893,-1.340,0.556,-9.802,0.072,0.046,0.116,0.027,-0.028,0.049,0.003,0.044,0.587,0.112,0.002,0.587,0.026,-0.029,0.048,0,0,242,0,242,1.892,0.000,0.000,1.000,0.000
