Time, Accel X [mg],Accel Y [mg],Accel Z [mg],dRoll [rad/s],dPitch [rad/s],dHeading [rad/s],Roll [rad],Pitch [rad],Yaw [rad],Frequency Reader Frequency [Hz],Calibrated Velocity [m/s],Pressure Sensor Depth [m],State Estimator X [m],State Estimator Y [m],State Estimator Z [m],State Estimator Roll [rad],State Estimator Pitch [rad],State Estimator Yaw [rad],Motor A,Motor B,Motor C,Motor D,Motor E,Servo Angle [rad],Waypoint X [m],Waypoint Y [m],Waypoint Z [m],Waiting [bool]
95160,2.861,-1.709,-0.240,0.061,-0.353,-0.277,-0.056,-0.082,0.001,1.695,0.096,-0.074,0.051,0.001,-0.090,-0.057,-0.079,0.004,0,0,242,0,242,1.278,0.000,0.000,1.000,1.000
95171,3.070,-2.384,-0.618,0.074,-0.206,-0.406,-0.056,-0.084,-0.003,1.695,0.096,-0.074,0.052,0.001,-0.074,-0.056,-0.082,0.001,0,0,242,0,242,1.276,0.000,0.000,1.000,1.000
95182,3.655,-2.218,-0.254,0.061,-0.064,-0.530,-0.055,-0.085,-0.008,1.695,0.096,-0.090,0.054,0.001,-0.090,-0.056,-0.084,-0.003,0,0,242,0,242,1.273,0.000,0.000,1.000,1.000
95193,3.905,-2.380,-0.050,0.029,0.029,-0.624,-0.055,-0.085,-0.015,1.695,0.096,-0.090,0.056,0.001,-0.074,-0.055,-0.085,-0.008,0,0,242,0,242,1.270,0.000,0.000,1.000,1.000
95204,4.064,-1.981,-0.121,0.006,0.095,-0.677,-0.055,-0.084,-0.021,1.695,0.096,-0.090,0.058,0.001,-0.090,-0.055,-0.085,-0.015,0,0,242,0,242,1.266,0.000,0.000,1.000,1.000
95215,4.218,-1.429,0.133,-0.022,0.170,-0.678,-0.055,-0.082,-0.028,1.695,0.096,-0.074,0.060,0.000,-0.106,-0.055,-0.084,-0.021,0,0,242,0,242,1.262,0.000,0.000,1.000,1.000
95226,3.984,-1.310,0.561,-0.055,0.241,-0.632,-0.055,-0.080,-0.035,1.695,0.096,-0.074,0.063,0.000,-0.090,-0.055,-0.082,-0.028,0,0,242,0,242,1.257,0.000,0.000,1.000,1.000
95237,4.216,-1.374,0.565,-0.078,0.276,-0.604,-0.056,-0.077,-0.041,1.695,0.096,-0.074,0.064,0.000,-0.090,-0.055,-0.080,-0.035,0,0,242,0,242,1.253,0.000,0.000,1.000,1.000
95248,4.569,-1.171,0.930,-0.104,0.290,-0.577,-0.057,-0.074,-0.046,1.695,0.096,-0.074,0.067,0.000,-0.074,-0.056,-0.077,-0.041,0,0,242,0,242,1.249,0.000,0.000,1.000,1.000
95259,4.727,-0.690,1.015,-0.108,0.264,-0.519,-0.058,-0.071,-0.052,1.695,0.096,-0.074,0.069,0.000,-0.090,-0.057,-0.074,-0.046,0,0,242,0,242,1.246,0.000,0.000,1.000,1.000
95270,4.827,-0.068,0.838,-0.111,0.241,-0.428,-0.059,-0.069,-0.056,1.695,0.096,-0.074,0.071,0.000,-0.074,-0.058,-0.071,-0.052,0,0,242,0,242,1.243,0.000,0.000,1.000,1.000
95281,4.881,0.674,0.908,-0.080,0.220,-0.308,-0.060,-0.067,-0.059,1.695,0.096,-0.074,0.073,-0.000,-0.074,-0.059,-0.069,-0.056,0,0,242,0,242,1.240,0.000,0.000,1.000,1.000
95292,5.002,0.397,1.254,-0.020,0.183,-0.169,-0.060,-0.065,-0.061,1.695,0.096,-0.090,0.076,-0.000,-0.074,-0.060,-0.067,-0.059,0,0,242,0,242,1.238,0.000,0.000,1.000,1.000
95303,4.987,-0.290,1.145,0.008,0.132,-0.046,-0.060,-0.064,-0.061,1.695,0.096,-0.074,0.077,-0.000,-0.074,-0.060,-0.065,-0.061,0,0,242,0,242,1.237,0.000,0.000,1.000,1.000
95314,4.853,-1.345,0.487,0.029,0.092,0.060,-0.060,-0.063,-0.060,1.695,0.096,-0.090,0.080,-0.000,-0.106,-0.060,-0.064,-0.061,0,0,242,0,242,1.237,0.000,0.000,1.000,1.000
95325,5.380,-1.162,0.780,0.019,0.076,0.103,-0.060,-0.062,-0.059,1.695,0.096,-0.074,0.082,-0.001,-0.058,-0.060,-0.063,-0.060,0,0,242,0,242,1.237,0.000,0.000,1.000,1.000
95336,4.728,-0.908,0.507,0.006,0.050,0.149,-0.060,-0.062,-0.058,1.695,0.096,-0.074,0.084,-0.001,-0.074,-0.060,-0.062,-0.059,0,0,242,0,242,1.238,0.000,0.000,1.000,1.000
95347,4.626,-0.546,0.291,0.011,0.048,0.197,-0.060,-0.061,-0.056,1.695,0.096,-0.074,0.086,-0.001,-0.090,-0.060,-0.062,-0.058,0,0,242,0,242,1.239,0.000,0.000,1.000,1.000
95358,5.173,-0.232,0.360,0.030,0.061,0.268,-0.060,-0.060,-0.053,1.695,0.096,-0.074,0.088,-0.001,-0.058,-0.060,-0.061,-0.056,0,0,242,0,242,1.240,0.000,0.000,1.000,1.000
95369,4.478,-0.744,0.098,0.061,0.077,0.326,-0.059,-0.060,-0.050,1.695,0.096,-0.090,0.090,-0.001,-0.074,-0.060,-0.060,-0.053,0,0,242,0,242,1.241,0.000,0.000,1.000,1.000
95380,3.742,-1.481,-0.039,0.096,0.114,0.323,-0.058,-0.059,-0.047,1.695,0.096,-0.074,0.093,-0.001,-0.074,-0.059,-0.060,-0.050,0,0,242,0,242,1.243,0.000,0.000,1.000,1.000
95391,3.589,-1.702,0.186,0.112,0.188,0.260,-0.057,-0.057,-0.044,1.695,0.096,-0.074,0.095,-0.001,-0.090,-0.058,-0.059,-0.047,0,0,242,0,242,1.246,0.000,0.000,1.000,1.000
95402,3.619,-1.853,0.869,0.091,0.296,0.043,-0.056,-0.054,-0.044,1.695,0.096,-0.090,0.097,-0.001,-0.090,-0.057,-0.057,-0.044,0,0,242,0,242,1.247,0.000,0.000,1.000,1.000
95413,3.879,-1.592,1.158,0.071,0.326,-0.039,-0.055,-0.050,-0.044,1.695,0.096,-0.074,0.099,-0.001,-0.090,-0.056,-0.054,-0.044,0,0,242,0,242,1.247,0.000,0.000,1.000,1.000
95424,3.727,-1.290,1.101,0.041,0.352,-0.108,-0.055,-0.047,-0.045,1.695,0.096,-0.074,0.101,-0.002,-0.074,-0.055,-0.050,-0.044,0,0,242,0,242,1.247,0.000,0.000,1.000,1.000
95435,3.584,-1.105,1.097,0.038,0.385,-0.160,-0.054,-0.043,-0.047,1.695,0.096,-0.106,0.103,-0.002,-0.235,-0.055,-0.047,-0.045,0,0,242,0,242,1.247,0.000,0.000,1.000,1.000
95446,3.545,-0.626,1.055,0.054,0.436,-0.194,-0.054,-0.039,-0.049,1.695,0.096,-0.074,0.106,-0.002,-0.090,-0.054,-0.043,-0.047,0,0,242,0,242,1.246,0.000,0.000,1.000,1.000
95457,3.157,-0.461,0.895,0.079,0.506,-0.231,-0.053,-0.034,-0.051,1.695,0.096,-0.090,0.108,-0.002,-0.074,-0.054,-0.039,-0.049,0,0,242,0,242,1.244,0.000,0.000,1.000,1.000
95468,3.223,-0.681,1.042,0.123,0.571,-0.272,-0.052,-0.028,-0.054,1.695,0.096,-0.090,0.110,-0.002,-0.090,-0.053,-0.034,-0.051,0,0,242,0,242,1.243,0.000,0.000,1.000,1.000
95479,3.915,-0.659,1.456,0.152,0.621,-0.293,-0.050,-0.022,-0.057,1.695,0.096,-0.090,0.112,-0.002,-0.090,-0.052,-0.028,-0.054,0,0,242,0,242,1.241,0.000,0.000,1.000,1.000
95490,3.873,-0.814,1.785,0.161,0.628,-0.294,-0.049,-0.015,-0.060,1.695,0.096,-0.074,0.114,-0.002,-0.090,-0.050,-0.022,-0.057,0,0,242,0,242,1.239,0.000,0.000,1.000,1.000
95501,4.431,-0.884,2.085,0.150,0.612,-0.277,-0.047,-0.009,-0.062,1.695,0.096,-0.074,0.116,-0.002,-0.058,-0.049,-0.015,-0.060,0,0,242,0,242,1.237,0.000,0.000,1.000,1.000
95512,4.472,-0.796,1.943,0.122,0.572,-0.264,-0.046,-0.004,-0.065,1.695,0.096,-0.090,0.118,-0.002,-0.090,-0.047,-0.009,-0.062,0,0,242,0,242,1.236,0.000,0.000,1.000,1.000
95523,4.430,-0.781,1.778,0.110,0.528,-0.247,-0.045,0.002,-0.068,1.695,0.096,-0.090,0.121,-0.003,-0.090,-0.046,-0.004,-0.065,0,0,242,0,242,1.234,0.000,0.000,1.000,1.000
95534,4.818,-0.352,1.572,0.118,0.487,-0.211,-0.044,0.007,-0.070,1.695,0.096,-0.090,0.123,-0.003,-0.074,-0.045,0.002,-0.068,0,0,242,0,242,1.232,0.000,0.000,1.000,1.000
95545,5.219,-0.393,1.529,0.126,0.442,-0.147,-0.043,0.011,-0.071,1.695,0.096,-0.090,0.125,-0.003,-0.074,-0.044,0.007,-0.070,0,0,242,0,242,1.231,0.000,0.000,1.000,1.000
95556,5.281,-0.975,1.654,0.138,0.376,-0.084,-0.041,0.015,-0.072,1.695,0.096,-0.090,0.127,-0.003,-0.074,-0.043,0.011,-0.071,0,0,242,0,242,1.230,0.000,0.000,1.000,1.000
95567,5.582,-0.643,1.869,0.128,0.297,-0.010,-0.040,0.018,-0.072,1.695,0.096,-0.074,0.129,-0.003,-0.058,-0.041,0.015,-0.072,0,0,242,0,242,1.230,0.000,0.000,1.000,1.000
95578,5.079,-0.646,1.481,0.128,0.150,0.151,-0.039,0.019,-0.070,1.695,0.096,-0.074,0.131,-0.003,-0.090,-0.040,0.018,-0.072,0,0,242,0,242,1.230,0.000,0.000,1.000,1.000
95589,4.995,-0.795,1.326,0.137,0.105,0.200,-0.037,0.020,-0.068,1.695,0.096,-0.074,0.134,-0.004,-0.074,-0.039,0.019,-0.070,0,0,242,0,242,1.231,0.000,0.000,1.000,1.000
95600,4.652,-0.716,1.079,0.143,0.084,0.215,-0.036,0.021,-0.066,1.695,0.096,-0.058,0.136,-0.004,-0.074,-0.037,0.020,-0.068,0,0,242,0,242,1.232,0.000,0.000,1.000,1.000
95611,4.683,-0.915,1.273,0.157,0.062,0.210,-0.034,0.022,-0.064,1.695,0.096,-0.058,0.138,-0.004,-0.090,-0.036,0.021,-0.066,0,0,242,0,242,1.233,0.000,0.000,1.000,1.000
95622,5.024,-1.149,1.494,0.150,0.040,0.208,-0.033,0.022,-0.062,1.695,0.096,-0.090,0.140,-0.004,-0.090,-0.034,0.022,-0.064,0,0,242,0,242,1.235,1.000,0.000,1.000,0.000
95633,4.875,-1.176,1.155,0.124,0.009,0.200,-0.031,0.022,-0.060,1.695,0.096,-0.074,0.142,-0.004,-0.074,-0.033,0.022,-0.062,0,0,242,0,242,1.236,1.000,0.000,1.000,0.000
95644,4.741,-1.131,0.940,0.116,-0.002,0.195,-0.030,0.022,-0.058,1.695,0.096,-0.090,0.144,-0.004,-0.074,-0.031,0.022,-0.060,0,0,242,0,242,1.237,1.000,0.000,1.000,0.000
95655,4.928,-0.886,0.930,0.110,0.009,0.204,-0.029,0.022,-0.056,1.695,0.096,-0.058,0.147,-0.004,-0.090,-0.030,0.022,-0.058,0,0,242,0,242,1.238,1.000,0.000,1.000,0.000
95666,4.451,-1.464,0.780,0.111,0.021,0.162,-0.028,0.022,-0.054,1.695,0.096,-0.074,0.149,-0.004,-0.090,-0.029,0.022,-0.056,0,0,242,0,242,1.240,1.000,0.000,1.000,0.000
95677,4.610,-1.247,1.091,0.118,0.055,0.110,-0.027,0.023,-0.053,1.695,0.096,-0.074,0.151,-0.005,-0.090,-0.028,0.022,-0.054,0,0,242,0,242,1.241,1.000,0.000,1.000,0.000
95688,4.335,-1.255,1.143,0.111,0.055,0.045,-0.026,0.023,-0.053,1.695,0.096,-0.090,0.153,-0.005,-0.074,-0.027,0.023,-0.053,0,0,242,0,242,1.241,1.000,0.000,1.000,0.000
95699,4.459,-1.306,1.247,0.110,0.050,-0.013,-0.025,0.024,-0.053,1.695,0.096,-0.090,0.155,-0.005,-0.090,-0.026,0.023,-0.053,0,0,242,0,242,1.242,1.000,0.000,1.000,0.000
95710,4.674,-0.601,1.529,0.105,0.054,-0.042,-0.024,0.024,-0.053,1.695,0.096,-0.090,0.157,-0.005,-0.090,-0.025,0.024,-0.053,0,0,242,0,242,1.242,1.000,0.000,1.000,0.000
95721,4.488,-0.600,1.594,0.102,0.042,-0.046,-0.023,0.025,-0.054,1.695,0.096,-0.090,0.158,-0.005,-0.074,-0.024,0.024,-0.053,0,0,242,0,242,1.241,1.000,0.000,1.000,0.000
95732,4.707,-0.678,1.374,0.107,0.022,-0.042,-0.022,0.025,-0.054,1.695,0.096,-0.074,0.160,-0.005,-0.074,-0.023,0.025,-0.054,0,0,242,0,242,1.241,1.000,0.000,1.000,0.000
95743,5.064,-0.725,1.559,0.104,0.011,-0.017,-0.021,0.025,-0.055,1.695,0.096,-0.074,0.162,-0.005,-0.090,-0.022,0.025,-0.054,0,0,242,0,242,1.241,1.000,0.000,1.000,0.000
95754,4.668,-0.993,1.537,0.104,-0.011,-0.006,-0.020,0.025,-0.055,1.695,0.096,-0.074,0.164,-0.005,-0.074,-0.021,0.025,-0.055,0,0,242,0,242,1.241,1.000,0.000,1.000,0.000
95765,4.933,-0.796,1.627,0.089,-0.067,-0.021,-0.019,0.024,-0.055,1.695,0.096,-0.090,0.167,-0.005,-0.106,-0.020,0.025,-0.055,0,0,242,0,242,1.241,1.000,0.000,1.000,0.000
95776,4.678,-0.733,1.774,0.082,-0.101,-0.017,-0.018,0.023,-0.055,1.695,0.096,-0.090,0.169,-0.006,-0.090,-0.019,0.024,-0.055,0,0,242,0,242,1.240,1.000,0.000,1.000,0.000
95787,4.753,-0.577,1.797,0.077,-0.136,0.001,-0.017,0.022,-0.055,1.695,0.096,-0.074,0.171,-0.006,-0.074,-0.018,0.023,-0.055,0,0,242,0,242,1.240,1.000,0.000,1.000,0.000
95798,5.110,-0.534,1.717,0.058,-0.165,0.039,-0.016,0.020,-0.055,1.695,0.096,-0.074,0.173,-0.006,-0.090,-0.017,0.022,-0.055,0,0,242,0,242,1.240,1.000,0.000,1.000,0.000
95809,4.897,-0.853,1.375,0.052,-0.194,0.076,-0.016,0.018,-0.054,1.695,0.096,-0.090,0.175,-0.006,-0.074,-0.016,0.020,-0.055,0,0,242,0,242,1.241,1.000,0.000,1.000,0.000
95820,4.989,-1.122,1.348,0.044,-0.213,0.111,-0.015,0.016,-0.053,1.695,0.096,-0.074,0.177,-0.006,-0.090,-0.016,0.018,-0.054,0,0,242,0,242,1.241,1.000,0.000,1.000,0.000
95831,5.135,-0.905,1.331,0.023,-0.224,0.143,-0.015,0.014,-0.051,1.695,0.096,-0.074,0.180,-0.006,-0.074,-0.015,0.016,-0.053,0,0,242,0,242,1.242,1.000,0.000,1.000,0.000
95842,4.772,-1.093,1.216,0.016,-0.241,0.165,-0.015,0.012,-0.050,1.695,0.096,-0.058,0.182,-0.006,-0.090,-0.015,0.014,-0.051,0,0,242,0,242,1.243,1.000,0.000,1.000,0.000
95853,5.075,-1.255,1.346,-0.010,-0.264,0.182,-0.015,0.009,-0.048,1.695,0.096,-0.074,0.184,-0.006,-0.090,-0.015,0.012,-0.050,0,0,242,0,242,1.244,1.000,0.000,1.000,0.000
95864,4.625,-1.259,1.051,-0.023,-0.279,0.178,-0.015,0.006,-0.046,1.695,0.096,-0.090,0.186,-0.006,-0.090,-0.015,0.009,-0.048,0,0,242,0,242,1.245,1.000,0.000,1.000,0.000
95875,4.723,-1.406,0.921,-0.028,-0.272,0.172,-0.016,0.004,-0.044,1.695,0.096,-0.074,0.188,-0.007,-0.074,-0.015,0.006,-0.046,0,0,242,0,242,1.246,1.000,0.000,1.000,0.000
95886,4.807,-1.295,0.883,-0.037,-0.250,0.166,-0.016,0.001,-0.043,1.695,0.096,-0.090,0.190,-0.007,-0.074,-0.016,0.004,-0.044,0,0,242,0,242,1.247,1.000,0.000,1.000,0.000
95897,4.404,-1.359,0.643,-0.034,-0.227,0.148,-0.016,-0.001,-0.041,1.695,0.096,-0.090,0.193,-0.007,-0.106,-0.016,0.001,-0.043,0,0,242,0,242,1.248,1.000,0.000,1.000,0.000
95908,4.588,-1.456,0.553,-0.020,-0.195,0.123,-0.017,-0.003,-0.040,1.695,0.096,-0.090,0.194,-0.007,-0.090,-0.016,-0.001,-0.041,0,0,242,0,242,1.249,1.000,0.000,1.000,0.000
